date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month
2015-03-04,1,sewing,Wednesday,5,0.7,27.48,586.0,6960,40,0.0,0,0,58,0.700424138,3
2015-03-11,2,finishing,Wednesday,12,0.8,4.6,0,2160,0,0.0,0,0,9,0.922839506,3
2015-02-28,4,finishing,Saturday,12,0.8,4.6,0,3780,0,0.0,0,0,9,0.590617284,2
2015-02-23,4,finishing,Monday,7,0.7,5.13,0,960,0,0.0,0,0,8,0.356458333,2
2015-01-14,2,sewing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57,0.311207464,1
2015-01-19,3,finishing,Monday,11,0.7,4.15,0,1440,0,0.0,0,0,8,0.409545455,1
2015-01-01,1,finishing,Thursday,4,0.75,3.94,0,2160,0,0.0,0,0,18,0.593055556,1
2015-02-28,4,finishing,Saturday,9,0.75,2.9,0,960,0,0.0,0,0,8,0.4078125,2
2015-01-19,3,finishing,Monday,12,0.8,2.9,0,1440,0,0.0,0,0,8,0.793844697,1
2015-02-04,1,sewing,Wednesday,9,0.8,22.52,1086.0,6960,50,0.0,0,0,58,0.799963218,2
2015-03-04,1,finishing,Wednesday,9,0.75,2.9,0,960,0,0.0,0,0,8,0.83375,3
2015-02-16,3,sewing,Monday,1,0.8,22.52,1422.0,6840,113,0.0,0,0,57,1.0,2
2015-01-13,2,sewing,Tuesday,9,0.8,26.16,1156.0,10620,75,0.0,0,0,59,0.850502311,1
2015-01-11,2,finishing,Sunday,2,0.8,3.94,0,1440,0,0.0,0,0,8,0.820833333,1
2015-01-06,1,sewing,Tuesday,10,0.75,28.08,1209.0,10530,45,0.0,0,0,58,0.750545455,1
2015-01-31,4,finishing,Saturday,3,0.8,3.94,0,960,0,0.0,0,0,8,0.971866667,1
2015-01-03,1,finishing,Saturday,3,0.75,3.94,0,1560,0,0.0,0,0,8,0.945277778,1
2015-01-21,3,finishing,Wednesday,9,0.8,3.94,0,2400,0,0.0,0,0,8,0.827147436,1
2015-02-12,2,finishing,Thursday,12,0.8,4.08,0,1080,0,0.0,0,0,9,0.838666667,2
2015-03-09,2,finishing,Monday,10,0.7,2.9,0,0,960,0.0,0,0,8,0.477291667,3
2015-03-08,2,finishing,Sunday,9,0.75,2.9,0,1080,0,0.0,0,0,9,0.929074074,3
2015-02-04,1,sewing,Wednesday,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58,0.700612069,2
2015-03-01,1,finishing,Sunday,7,0.8,4.6,0,3360,0,0.0,0,0,8,0.350416667,3
2015-01-20,3,sewing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59,0.800117103,1
2015-01-25,4,sewing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58,0.700250784,1
2015-03-01,1,finishing,Sunday,2,0.7,3.9,0,960,0,0.0,0,0,8,0.585,3
2015-01-13,2,finishing,Tuesday,1,0.8,3.94,0,1440,0,0.0,0,0,2,0.951420455,1
2015-01-12,2,finishing,Monday,5,0.65,4.15,0,1440,0,0.0,0,0,8,0.809564394,1
2015-02-23,4,finishing,Monday,9,0.8,2.9,0,960,0,0.0,0,0,8,0.3715625,2
2015-01-06,1,sewing,Tuesday,4,0.8,28.08,925.0,10350,50,0.0,0,0,57,0.800594466,1
2015-02-22,4,finishing,Sunday,3,0.5,5.13,0,1800,0,0.0,0,0,15,0.8721,2
2015-01-05,1,sewing,Monday,7,0.8,25.9,1255.0,6780,50,0.0,0,0,56,0.800684366,1
2015-02-23,4,sewing,Monday,4,0.8,30.1,891.0,7140,38,0.0,0,1,59,0.800137255,2
2015-01-17,3,sewing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31,0.800246753,1
2015-02-10,2,sewing,Tuesday,3,0.8,22.52,813.0,0,88,0.0,0,0,57,0.90047076,2
2015-01-06,1,finishing,Tuesday,3,0.75,4.15,0,1800,0,0.0,0,0,10,0.899166667,1
2015-01-25,4,sewing,Sunday,11,0.75,42.97,532.0,10260,40,0.0,0,0,57,0.59114168,1
2015-02-19,3,sewing,Thursday,9,0.7,18.79,1603.0,6120,30,0.0,0,1,51,0.638614379,2
2015-01-10,2,sewing,Saturday,7,0.8,25.9,970.0,10170,60,0.0,0,0,56,0.850136766,1
2015-01-05,1,sewing,Monday,4,0.8,28.08,759.0,6900,50,0.0,0,0,57,0.800076522,1
2015-03-03,1,finishing,Tuesday,12,0.8,4.6,0,3780,0,0.0,0,0,9,0.636049383,3
2015-02-03,1,finishing,Tuesday,2,0.8,3.94,0,2400,0,0.0,0,0,20,1.0,2
2015-01-26,4,sewing,Monday,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57,0.800034024,1
2015-02-10,2,sewing,Tuesday,11,0.8,10.05,13.0,3240,34,0.0,0,0,54,0.750648148,2
2015-01-11,2,sewing,Sunday,11,0.6,12.52,831.0,9540,30,0.0,0,0,53,0.600229846,1
2015-01-15,3,finishing,Thursday,7,0.8,2.9,0,1440,0,0.0,0,0,8,0.689299242,1
2015-01-13,2,sewing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56,0.500380799,1
2015-01-28,4,finishing,Wednesday,12,0.75,4.08,0,1080,0,0.0,0,0,9,0.755555556,1
2015-03-10,2,sewing,Tuesday,4,0.75,26.82,1104.0,5880,65,0.0,0,0,59,0.850084211,3
2015-02-01,1,sewing,Sunday,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56,0.411553571,2
2015-01-07,1,sewing,Wednesday,3,0.8,19.87,924.0,9900,50,0.0,0,0,55,0.800273829,1
2015-02-07,1,sewing,Saturday,2,0.8,22.52,1186.0,6900,113,0.0,0,0,58,1.0,2
2015-03-05,1,finishing,Thursday,4,0.7,3.94,0,960,0,0.0,0,0,8,0.812625,3
2015-02-14,2,finishing,Saturday,7,0.7,4.15,0,1800,0,0.0,0,0,15,0.929277778,2
2015-01-29,4,sewing,Thursday,12,0.75,15.26,1436.0,4200,45,0.0,0,0,35,0.750646667,1
2015-02-05,1,sewing,Thursday,7,0.07,24.26,1608.0,6960,0,0.0,0,0,58,0.522844828,2
2015-02-15,3,sewing,Sunday,3,0.6,30.1,1361.0,6960,30,0.0,0,1,58,0.475718391,2
2015-03-01,1,sewing,Sunday,7,0.8,30.1,934.0,6960,0,3.5,15,0,58,0.579511494,3
2015-02-19,3,sewing,Thursday,4,0.8,30.1,859.0,7020,63,0.0,0,1,58,0.800094017,2
2015-01-08,2,finishing,Thursday,1,0.8,3.94,0,1440,0,0.0,0,0,8,0.947689394,1
2015-01-07,1,sewing,Wednesday,6,0.8,11.41,986.0,5490,50,0.0,0,0,30,0.800343766,1
2015-01-27,4,sewing,Tuesday,6,0.8,30.4,338.0,3840,34,0.0,0,0,32,0.622828125,1
2015-02-12,2,sewing,Thursday,4,0.7,30.1,419.0,7080,0,0.0,0,1,59,0.637711864,2
2015-03-01,1,sewing,Sunday,4,0.6,26.66,692.0,6840,23,0.0,0,0,57,0.600239766,3
2015-01-04,1,finishing,Sunday,8,0.8,2.9,0,960,0,0.0,0,0,8,0.682708333,1
2015-02-04,1,finishing,Wednesday,1,0.8,3.94,0,1200,0,0.0,0,0,10,0.929183333,2
2015-02-28,4,finishing,Saturday,5,0.8,4.6,0,7560,0,0.0,0,0,18,0.921604938,2
2015-02-08,2,finishing,Sunday,7,0.7,4.15,0,1440,0,0.0,0,0,12,0.928680556,2
2015-03-10,2,finishing,Tuesday,12,0.8,4.6,0,1080,0,0.0,0,0,9,0.92,3
2015-02-24,4,sewing,Tuesday,8,0.7,29.4,1079.0,4560,40,0.0,0,2,58,0.700518519,2
2015-01-07,1,finishing,Wednesday,9,0.8,3.94,0,1440,0,0.0,0,0,8,0.880530303,1
2015-02-05,1,sewing,Thursday,8,0.7,24.26,1167.0,6840,0,0.0,0,0,57,0.496549708,2
2015-01-21,3,sewing,Wednesday,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56,0.500241342,1
2015-01-15,3,sewing,Thursday,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31,0.80003139,1
2015-02-08,2,sewing,Sunday,2,0.8,22.52,1233.0,6900,113,0.0,0,0,57,1.0,2
2015-01-04,1,sewing,Sunday,7,0.8,25.9,1227.0,7020,60,0.0,0,0,56,0.850436438,1
2015-01-20,3,sewing,Tuesday,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34,0.500290419,1
2015-02-15,3,finishing,Sunday,11,0.6,2.9,0,1200,0,0.0,0,0,10,0.715333333,2
2015-01-12,2,finishing,Monday,3,0.8,4.15,0,1800,0,0.0,0,0,10,0.905454545,1
2015-01-06,1,sewing,Tuesday,5,0.65,21.98,808.0,10440,35,0.0,0,0,58,0.649983281,1
2015-01-01,1,sewing,Thursday,6,0.8,25.9,1170.0,1920,50,0.0,0,0,56,0.800381944,1
2015-02-05,1,sewing,Thursday,1,0.8,22.52,1485.0,6900,113,0.0,0,0,57,1.0,2
2015-03-01,1,finishing,Sunday,3,0.8,4.6,0,10500,0,0.0,0,0,25,0.936355556,3
2015-01-04,1,finishing,Sunday,2,0.8,3.94,0,960,0,0.0,0,0,8,0.792104167,1
2015-01-15,3,finishing,Thursday,9,0.8,3.94,0,1440,0,0.0,0,0,8,0.858143939,1
2015-03-07,1,sewing,Saturday,1,0.7,26.82,1267.0,8160,70,0.0,0,0,58,0.850045,3
2015-01-26,4,sewing,Monday,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56,0.850312684,1
2015-02-28,4,sewing,Saturday,11,0.8,11.61,954.0,0,50,0.0,0,2,58,0.800779018,2
2015-02-15,3,sewing,Sunday,2,0.8,22.52,12.0,6900,0,0.0,0,0,57,0.432122899,2
2015-02-18,3,sewing,Wednesday,10,0.7,19.68,1119.0,5640,0,8.0,35,1,47,0.303574468,2
2015-02-09,2,finishing,Monday,12,0.8,4.08,0,1080,0,0.0,0,0,9,0.272,2
2015-01-18,3,sewing,Sunday,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56,0.800128721,1
2015-01-20,3,sewing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57,0.750068049,1
2015-02-19,3,finishing,Thursday,12,0.8,5.13,0,2160,0,0.0,0,0,9,0.609583333,2
2015-01-18,3,finishing,Sunday,8,0.8,2.9,0,1440,0,0.0,0,0,8,0.639867424,1
2015-01-10,2,finishing,Saturday,3,0.75,4.15,0,2760,0,0.0,0,0,12,0.930340376,1
2015-01-07,1,sewing,Wednesday,11,0.8,31.83,568.0,9900,40,0.0,0,0,55,0.412119835,1
2015-03-05,1,finishing,Thursday,8,0.8,4.6,0,2640,0,0.0,0,0,22,0.980984848,3
2015-02-02,1,finishing,Monday,8,0.65,4.15,0,960,0,0.0,0,0,8,0.561979167,2
2015-02-10,2,sewing,Tuesday,2,0.8,22.52,1512.0,0,88,0.0,0,0,57,0.899984058,2
2015-02-08,2,sewing,Sunday,12,0.8,15.26,1026.0,2880,63,0.0,0,0,34,0.800355208,2
2015-01-04,1,sewing,Sunday,2,0.8,28.08,782.0,6660,50,0.0,0,0,55,0.800237838,1
2015-02-11,2,sewing,Wednesday,7,0.6,30.1,829.0,3360,23,0.0,0,1,58,0.600070513,2
2015-02-16,3,sewing,Monday,11,0.7,11.41,680.0,2160,30,0.0,0,2,54,0.565972222,2
2015-01-21,3,finishing,Wednesday,2,0.7,3.94,0,5100,0,0.0,0,0,17,0.912202112,1
2015-03-09,2,finishing,Monday,8,0.65,3.9,0,0,960,0.0,0,0,8,0.2640625,3
2015-01-08,2,finishing,Thursday,8,0.8,2.9,0,1440,0,0.0,0,0,8,0.735984848,1
2015-01-27,4,sewing,Tuesday,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58,0.700386207,1
2015-02-07,1,finishing,Saturday,4,0.8,4.3,0,960,0,0.0,0,0,8,0.447916667,2
2015-01-24,4,finishing,Saturday,3,0.75,3.94,0,1440,0,0.0,0,0,8,0.895454545,1
2015-02-23,4,sewing,Monday,6,0.75,18.79,1100.0,3960,45,0.0,0,0,33,0.75065101,2
2015-02-24,4,sewing,Tuesday,6,0.75,18.79,913.0,3360,45,0.0,0,0,33,0.75065101,2
2015-01-19,3,finishing,Monday,5,0.65,4.15,0,1440,0,0.0,0,0,8,0.958901515,1
2015-01-03,1,finishing,Saturday,4,0.8,4.15,0,6600,0,0.0,0,0,20,0.988024691,1
2015-02-09,2,sewing,Monday,11,0.75,10.05,103.0,0,45,0.0,0,0,54,0.750648148,2
2015-01-03,1,finishing,Saturday,10,0.7,4.15,0,960,0,0.0,0,0,8,0.7018125,1
2015-02-18,3,finishing,Wednesday,6,0.8,2.9,0,1440,0,0.0,0,0,12,0.936861111,2
2015-01-29,4,finishing,Thursday,11,0.6,2.9,0,960,0,0.0,0,0,8,0.864583333,1
2015-02-18,3,sewing,Wednesday,4,0.8,30.1,864.0,480,50,0.0,0,1,58,0.800980392,2
2015-03-04,1,sewing,Wednesday,6,0.75,18.79,52.0,3960,0,0.0,0,0,33,0.332146465,3
2015-01-24,4,sewing,Saturday,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57,0.750041201,1
2015-02-17,3,sewing,Tuesday,9,0.65,18.79,2120.0,5520,0,0.0,0,1,51,0.650134,2
2015-01-31,4,sewing,Saturday,5,0.7,50.89,282.0,5880,56,0.0,0,0,59,0.656763743,1
2015-02-14,2,finishing,Saturday,8,0.7,4.15,0,960,0,0.0,0,0,8,0.725625,2
2015-03-04,1,sewing,Wednesday,8,0.8,29.4,30.0,6840,0,0.0,0,0,57,0.433263158,3
2015-02-23,4,finishing,Monday,3,0.8,5.13,0,2160,0,0.0,0,0,18,0.87115,2
2015-01-03,1,finishing,Saturday,8,0.8,2.9,0,960,0,0.0,0,0,8,0.628333333,1
2015-01-11,2,sewing,Sunday,1,0.8,26.16,1383.0,10620,75,0.0,0,0,59,0.850502311,1
2015-01-14,2,sewing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56,0.850136766,1
2015-02-17,3,sewing,Tuesday,4,0.75,30.1,849.0,7020,45,0.0,0,1,58,0.750356125,2
2015-03-05,1,sewing,Thursday,5,0.7,27.48,230.0,6960,40,0.0,0,0,58,0.700424138,3
2015-03-10,2,sewing,Tuesday,8,0.7,30.48,923.0,6840,30,0.0,0,1,57,0.700505263,3
2015-02-15,3,sewing,Sunday,9,0.5,18.79,1688.0,5280,0,0.0,0,1,54,0.283054487,2
2015-03-11,2,finishing,Wednesday,3,0.8,4.6,0,1920,0,0.0,0,0,8,0.786631944,3
2015-01-28,4,sewing,Wednesday,12,0.75,15.26,1429.0,3600,45,0.0,0,0,35,0.750283333,1
2015-01-10,2,sewing,Saturday,8,0.8,25.9,1158.0,10170,60,0.0,0,0,56,0.850136766,1
2015-02-07,1,sewing,Saturday,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57,0.950185965,2
2015-02-08,2,finishing,Sunday,2,0.8,3.94,0,2160,0,0.0,0,0,18,0.875555556,2
2015-02-19,3,sewing,Thursday,3,0.7,30.1,247.0,6960,50,0.0,0,1,58,0.700603448,2
2015-01-17,3,sewing,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59,0.800117103,1
2015-02-05,1,finishing,Thursday,7,0.7,3.94,0,1200,0,0.0,0,0,10,0.8471,2
2015-03-11,2,sewing,Wednesday,4,0.75,26.82,1054.0,7080,45,0.0,0,0,59,0.750050847,3
2015-02-09,2,finishing,Monday,8,0.35,4.15,0,1800,0,0.0,0,0,15,0.707111111,2
2015-02-22,4,finishing,Sunday,11,0.6,2.9,0,2880,0,0.0,0,0,12,0.805555556,2
2015-02-02,1,sewing,Monday,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56,0.800393224,2
2015-03-09,2,sewing,Monday,9,0.75,18.79,1193.0,6240,45,0.0,0,0,52,0.750395513,3
2015-02-12,2,sewing,Thursday,12,0.8,15.26,894.0,4080,50,0.0,0,0,34,0.800401961,2
2015-02-16,3,finishing,Monday,6,0.8,2.9,0,960,0,0.0,0,0,8,0.773333333,2
2015-01-01,1,sewing,Thursday,4,0.65,23.69,861.0,7200,0,0.0,0,0,60,0.52118,1
2015-01-08,2,finishing,Thursday,4,0.8,3.94,0,12600,0,0.0,0,0,20,0.919905405,1
2015-01-19,3,sewing,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56,0.800162602,1
2015-01-14,2,sewing,Wednesday,11,0.35,14.61,838.0,7200,23,0.0,0,0,55,0.35003125,1
2015-02-25,4,sewing,Wednesday,5,0.8,30.1,15.0,1200,49,0.0,0,1,59,0.598792339,2
2015-03-11,2,finishing,Wednesday,4,0.75,3.94,0,1920,0,0.0,0,0,8,0.813309028,3
2015-01-11,2,finishing,Sunday,7,0.8,2.9,0,1440,0,0.0,0,0,8,0.590435606,1
2015-01-07,1,sewing,Wednesday,4,0.8,28.08,990.0,10350,50,0.0,0,0,57,0.800594466,1
2015-03-10,2,finishing,Tuesday,8,0.65,3.9,0,960,0,0.0,0,0,8,0.560625,3
2015-03-03,1,sewing,Tuesday,7,0.8,30.1,29.0,7080,50,0.0,0,0,59,0.800115819,3
2015-02-04,1,sewing,Wednesday,12,0.8,15.26,1094.0,4080,38,0.0,0,0,34,0.800401961,2
2015-01-11,2,sewing,Sunday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30,0.800343766,1
2015-01-18,3,finishing,Sunday,6,0.8,2.9,0,1800,0,0.0,0,0,10,0.804848485,1
2015-01-28,4,sewing,Wednesday,7,0.6,23.54,958.0,6600,0,0.0,0,0,55,0.285333333,1
2015-03-02,1,finishing,Monday,1,0.65,3.94,0,3360,0,0.0,0,0,8,0.537919444,3
2015-03-03,1,sewing,Tuesday,4,0.7,26.66,950.0,6960,50,0.0,0,0,58,0.750770115,3
2015-02-28,4,finishing,Saturday,2,0.7,3.9,0,960,0,0.0,0,0,8,0.5565625,2
2015-02-12,2,sewing,Thursday,11,0.5,11.41,1039.0,2280,0,0.0,0,2,55,0.50012336,2
2015-02-26,4,sewing,Thursday,3,0.75,29.4,1244.0,6840,45,0.0,0,2,57,0.750473684,2
2015-01-29,4,sewing,Thursday,7,0.65,23.54,830.0,6600,0,0.0,0,0,55,0.48792,1
2015-01-22,4,finishing,Thursday,10,0.75,3.94,0,8400,0,0.0,0,0,14,0.940701058,1
2015-01-04,1,sewing,Sunday,9,0.8,26.16,1278.0,7080,60,0.0,0,0,59,0.850569492,1
2015-01-27,4,sewing,Tuesday,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54,0.37046657,1
2015-01-10,2,finishing,Saturday,2,0.8,3.94,0,1440,0,0.0,0,0,8,0.817102273,1
2015-03-03,1,finishing,Tuesday,10,0.7,2.9,0,3360,0,0.0,0,0,8,0.463194444,3
2015-01-11,2,finishing,Sunday,4,0.8,3.94,0,3600,0,0.0,0,0,20,0.925643939,1
2015-01-01,1,finishing,Thursday,7,0.8,2.9,0,960,0,0.0,0,0,8,0.540729167,1
2015-01-29,4,finishing,Thursday,2,0.8,3.94,0,1200,0,0.0,0,0,10,0.773333333,1
2015-01-04,1,sewing,Sunday,4,0.8,28.08,878.0,4260,50,0.0,0,0,55,0.800598058,1
2015-01-11,2,sewing,Sunday,4,0.8,50.48,562.0,10440,0,0.0,0,0,58,0.473134796,1
2015-02-01,1,sewing,Sunday,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57,0.950185965,2
2015-01-29,4,sewing,Thursday,6,0.5,18.79,717.0,3960,23,0.0,0,0,33,0.500117677,1
2015-03-07,1,finishing,Saturday,1,0.7,3.94,0,960,0,0.0,0,0,8,0.664875,3
2015-02-25,4,sewing,Wednesday,8,0.7,29.4,847.0,6960,30,0.0,0,1,58,0.700362069,2
2015-02-18,3,sewing,Wednesday,5,0.8,30.1,511.0,0,0,0.0,0,0,59,0.800980392,2
2015-02-28,4,sewing,Saturday,5,0.5,27.48,609.0,6840,30,0.0,0,1,57,0.550403509,2
2015-01-28,4,finishing,Wednesday,1,0.75,3.94,0,1200,0,0.0,0,0,10,0.9456,1
2015-03-08,2,finishing,Sunday,8,0.6,3.9,0,960,0,0.0,0,0,8,0.4509375,3
2015-01-17,3,sewing,Saturday,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30,0.800343766,1
2015-03-03,1,finishing,Tuesday,3,0.8,4.6,0,6300,0,0.0,0,0,15,0.902962963,3
2015-02-16,3,finishing,Monday,5,0.75,4.15,0,1200,0,0.0,0,0,10,0.629416667,2
2015-02-25,4,sewing,Wednesday,2,0.7,30.33,361.0,3960,30,0.0,0,1,58,0.700069811,2
2015-01-13,2,finishing,Tuesday,5,0.65,4.15,0,1440,0,0.0,0,0,8,0.821354167,1
2015-01-03,1,sewing,Saturday,8,0.8,26.16,1261.0,7080,50,0.0,0,0,59,0.800318644,1
2015-01-17,3,finishing,Saturday,9,0.8,3.94,0,1800,0,0.0,0,0,10,0.82680303,1
2015-03-09,2,sewing,Monday,5,0.6,26.82,919.0,7080,23,0.0,0,1,59,0.600040678,3
2015-01-26,4,finishing,Monday,3,0.75,3.94,0,1800,0,0.0,0,0,10,1.0,1
2015-03-10,2,finishing,Tuesday,2,0.7,3.9,0,960,0,0.0,0,0,8,0.741,3
2015-01-21,3,sewing,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57,0.700029771,1
2015-01-13,2,sewing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58,0.8,1
2015-01-03,1,sewing,Saturday,9,0.7,28.08,1072.0,6900,40,0.0,0,0,57,0.699965217,1
2015-02-08,2,finishing,Sunday,6,0.75,2.9,0,960,0,0.0,0,0,8,0.610208333,2
2015-02-14,2,sewing,Saturday,1,0.8,22.52,1416.0,6840,113,0.0,0,0,57,1.0,2
2015-03-11,2,finishing,Wednesday,1,0.75,3.94,0,1920,0,0.0,0,0,8,0.812625,3
2015-01-22,4,sewing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57,0.800302791,1
2015-01-27,4,finishing,Tuesday,1,0.75,3.94,0,1200,0,0.0,0,0,10,0.77815,1
2015-02-22,4,sewing,Sunday,5,0.8,30.1,450.0,5700,0,4.5,25,0,60,0.307501459,2
2015-03-11,2,sewing,Wednesday,12,0.8,15.26,470.0,4080,63,0.0,0,0,34,0.800401961,3
2015-02-09,2,finishing,Monday,9,0.8,3.94,0,960,0,0.0,0,0,8,0.697708333,2
2015-01-03,1,sewing,Saturday,10,0.75,19.31,610.0,6480,56,0.0,0,0,54,0.787299691,1
2015-03-02,1,finishing,Monday,2,0.7,3.9,0,1200,0,0.0,0,0,10,0.92885,3
2015-03-03,1,sewing,Tuesday,6,0.75,20.2,402.0,3120,45,0.0,0,0,33,0.750212553,3
2015-01-12,2,finishing,Monday,4,0.35,4.3,0,3240,0,0.0,0,0,18,0.942213805,1
2015-03-07,1,finishing,Saturday,8,0.8,4.6,0,3600,0,0.0,0,0,15,0.590740741,3
2015-03-08,2,finishing,Sunday,4,0.75,3.94,0,960,0,0.0,0,0,8,0.890604167,3
2015-02-26,4,sewing,Thursday,11,0.8,11.61,816.0,2820,50,0.0,0,2,57,0.800516667,2
2015-01-29,4,finishing,Thursday,6,0.5,2.9,0,1200,0,0.0,0,0,10,0.899,1
2015-02-24,4,sewing,Tuesday,2,0.7,30.33,408.0,1680,30,0.0,0,1,59,0.700623,2
2015-02-28,4,sewing,Saturday,6,0.75,18.79,1012.0,3960,45,0.0,0,0,33,0.75065101,2
2015-03-11,2,sewing,Wednesday,3,0.8,30.1,735.0,6960,63,0.0,0,1,58,0.800071839,3
2015-03-05,1,finishing,Thursday,9,0.75,2.9,0,960,0,0.0,0,0,8,0.453125,3
2015-02-16,3,sewing,Monday,10,0.6,18.22,1131.0,5280,0,0.0,0,1,44,0.35542803,2
2015-02-02,1,sewing,Monday,8,0.65,24.26,1435.0,6600,0,0.0,0,0,55,0.260978788,2
2015-01-10,2,sewing,Saturday,12,0.8,11.61,893.0,4710,50,0.0,0,0,31,0.800346445,1
2015-02-09,2,sewing,Monday,12,0.8,15.26,970.0,4080,63,0.0,0,0,34,0.800401961,2
2015-03-08,2,finishing,Sunday,6,0.6,2.9,0,960,0,0.0,0,0,8,0.271875,3
2015-01-10,2,sewing,Saturday,1,0.8,26.16,1335.0,10620,63,0.0,0,0,59,0.800117103,1
2015-02-17,3,sewing,Tuesday,2,0.5,30.33,838.0,6720,0,0.0,0,1,56,0.361071429,2
2015-02-10,2,finishing,Tuesday,8,0.35,4.15,0,960,0,0.0,0,0,8,0.703770833,2
2015-03-01,1,finishing,Sunday,9,0.75,2.9,0,960,0,0.0,0,0,8,0.447083333,3
2015-02-22,4,sewing,Sunday,9,0.7,18.79,1717.0,3240,30,0.0,0,1,57,0.627011183,2
2015-02-23,4,sewing,Monday,8,0.7,29.4,1094.0,6840,40,0.0,0,2,57,0.700614035,2
2015-02-24,4,finishing,Tuesday,6,0.75,2.9,0,1800,0,0.0,0,0,15,0.726933333,2
2015-03-11,2,finishing,Wednesday,9,0.75,2.9,0,1800,0,0.0,0,0,15,0.505888889,3
2015-01-10,2,sewing,Saturday,9,0.8,26.16,1122.0,10620,75,0.0,0,0,59,0.851174114,1
2015-02-28,4,sewing,Saturday,9,0.75,18.79,841.0,6240,45,0.0,0,1,52,0.750395513,2
2015-03-01,1,finishing,Sunday,4,0.6,3.94,0,960,0,0.0,0,0,8,0.673083333,3
2015-01-29,4,sewing,Thursday,9,0.7,29.12,1170.0,6960,53,0.0,0,0,58,0.850170115,1
2015-01-07,1,finishing,Wednesday,2,0.8,3.94,0,1440,0,0.0,0,0,8,0.813371212,1
2015-01-13,2,finishing,Tuesday,2,0.8,3.94,0,1440,0,0.0,0,0,8,0.805909091,1
2015-02-28,4,sewing,Saturday,4,0.5,26.66,556.0,6960,23,0.0,0,2,58,0.500258046,2
2015-02-19,3,finishing,Thursday,10,0.8,3.94,0,2400,0,0.0,0,0,10,0.733277778,2
