date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month
2015-01-06,1,finishing,Tuesday,7,0.8,2.9,0,1440,0,0.0,0,0,8,0.61625,1
2015-01-25,4,finishing,Sunday,4,0.75,4.3,0,2160,0,0.0,0,0,12,0.952020202,1
2015-01-25,4,finishing,Sunday,3,0.75,3.94,0,1620,0,0.0,0,0,9,0.961784512,1
2015-02-05,1,finishing,Thursday,12,0.8,4.08,0,1080,0,0.0,0,0,9,0.906666667,2
2015-02-03,1,sewing,Tuesday,2,0.8,22.52,1452.0,6960,100,0.0,0,0,58,0.949981609,2
2015-03-04,1,sewing,Wednesday,4,0.7,26.82,1028.0,6960,60,0.0,0,0,58,0.799975862,3
2015-02-24,4,sewing,Tuesday,10,0.7,21.25,1834.0,6360,0,0.0,0,1,53,0.471108491,2
2015-02-08,2,sewing,Sunday,7,0.7,24.26,148.0,6960,0,0.0,0,0,58,0.355534483,2
2015-01-07,1,sewing,Wednesday,7,0.8,25.9,1066.0,10170,50,0.0,0,0,56,0.800128721,1
2015-01-04,1,finishing,Sunday,10,0.7,3.94,0,4320,0,0.0,0,0,18,0.759228395,1
2015-01-10,2,finishing,Saturday,9,0.8,3.94,0,1440,0,0.0,0,0,8,0.858143939,1
2015-01-24,4,sewing,Saturday,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56,0.80062987,1
2015-03-11,2,sewing,Wednesday,2,0.75,16.1,971.0,5400,45,0.0,0,1,45,0.750140741,3
2015-01-12,2,sewing,Monday,2,0.8,28.08,737.0,10530,63,0.0,0,0,58,0.8,1
2015-03-09,2,sewing,Monday,4,0.75,26.82,1079.0,7020,65,0.0,0,0,58,0.850446154,3
2015-02-08,2,sewing,Sunday,1,0.8,22.52,1615.0,6780,88,0.0,0,0,56,0.900135693,2
2015-03-07,1,sewing,Saturday,3,0.8,29.4,983.0,6840,63,0.0,0,1,57,0.800578947,3
2015-01-13,2,finishing,Tuesday,7,0.8,2.9,0,1440,0,0.0,0,0,8,0.670075758,1
2015-01-01,1,sewing,Thursday,2,0.75,19.87,733.0,6000,34,0.0,0,0,55,0.753097531,1
2015-01-10,2,sewing,Saturday,2,0.8,28.08,749.0,10350,63,0.0,0,0,57,0.800594466,1
2015-01-03,1,sewing,Saturday,4,0.7,23.69,544.0,13800,0,0.0,0,0,60,0.700134038,1
2015-01-26,4,sewing,Monday,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34,0.70043672,1
2015-02-07,1,sewing,Saturday,4,0.6,30.1,486.0,6780,30,0.0,0,1,57,0.600224189,2
2015-01-14,2,sewing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57,0.600369686,1
2015-01-18,3,sewing,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56,0.800128721,1
2015-02-23,4,sewing,Monday,3,0.7,29.4,1228.0,6960,30,0.0,0,2,58,0.700362069,2
2015-03-03,1,finishing,Tuesday,6,0.75,2.9,0,3360,0,0.0,0,0,8,0.309333333,3
2015-02-22,4,sewing,Sunday,7,0.75,30.1,627.0,6960,0,3.5,20,1,58,0.393548851,2
2015-02-02,1,finishing,Monday,12,0.75,4.08,0,1080,0,0.0,0,0,9,0.740444444,2
2015-02-05,1,finishing,Thursday,6,0.7,2.9,0,960,0,0.0,0,0,8,0.9425,2
2015-03-09,2,finishing,Monday,1,0.75,3.94,0,0,960,0.0,0,0,8,0.794566667,3
2015-03-03,1,sewing,Tuesday,11,0.8,11.41,601.0,0,50,0.0,0,0,56,0.800701754,3
2015-03-05,1,finishing,Thursday,3,0.8,4.6,0,1800,0,0.0,0,0,15,0.810111111,3
2015-01-15,3,finishing,Thursday,5,0.65,4.15,0,1440,0,0.0,0,0,8,0.860653409,1
2015-02-04,1,sewing,Wednesday,6,0.7,18.79,941.0,3360,30,0.0,0,0,33,0.700710417,2
2015-01-17,3,sewing,Saturday,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58,0.452012539,1
2015-03-01,1,sewing,Sunday,6,0.75,18.79,1193.0,3960,45,0.0,0,0,33,0.75065101,3
2015-01-24,4,sewing,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52,0.34998951,1
2015-01-10,2,finishing,Saturday,4,0.8,3.94,0,6000,0,0.0,0,0,20,0.911589744,1
2015-02-26,4,sewing,Thursday,7,0.8,30.1,694.0,4080,50,0.0,0,1,59,0.800808642,2
2015-01-27,4,sewing,Tuesday,8,0.65,15.09,976.0,240,23,0.0,0,0,52,0.650307143,1
2015-02-26,4,sewing,Thursday,8,0.75,29.4,916.0,6960,56,0.0,0,2,58,0.750206897,2
2015-03-01,1,sewing,Sunday,12,0.8,15.26,1106.0,4080,63,0.0,0,0,34,0.800401961,3
2015-02-15,3,finishing,Sunday,8,0.7,4.15,0,960,0,0.0,0,0,8,0.605208333,2
2015-02-07,1,sewing,Saturday,10,0.8,22.52,1142.0,6720,88,0.0,0,0,56,0.900129762,2
2015-03-11,2,sewing,Wednesday,1,0.75,26.82,1322.0,7080,45,0.0,0,0,59,0.750050847,3
2015-03-11,2,finishing,Wednesday,6,0.7,2.9,0,720,0,0.0,0,0,6,0.394722222,3
2015-02-01,1,sewing,Sunday,10,0.8,22.52,1282.0,6720,75,0.0,0,0,56,0.850532143,2
2015-02-07,1,sewing,Saturday,1,0.8,22.52,1534.0,6780,88,0.0,0,0,57,0.900135693,2
2015-02-25,4,sewing,Wednesday,10,0.7,21.82,1653.0,6240,0,0.0,0,2,52,0.700058333,2
2015-02-25,4,sewing,Wednesday,12,0.8,15.26,1053.0,4080,50,0.0,0,0,34,0.800401961,2
2015-01-28,4,sewing,Wednesday,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58,0.750593103,1
2015-02-17,3,finishing,Tuesday,9,0.8,3.94,0,960,0,0.0,0,0,8,0.586041667,2
2015-02-10,2,sewing,Tuesday,8,0.5,30.1,1061.0,6960,30,0.0,0,1,58,0.393548851,2
2015-03-05,1,sewing,Thursday,12,0.8,15.26,959.0,4080,50,0.0,0,0,34,0.800401961,3
2015-01-08,2,sewing,Thursday,5,0.7,42.41,724.0,10260,0,0.0,0,0,57,0.233705476,1
2015-01-08,2,sewing,Thursday,11,0.35,12.52,287.0,25920,38,0.0,0,0,54,0.349951389,1
2015-03-10,2,finishing,Tuesday,7,0.5,3.9,0,960,0,0.0,0,0,8,0.560625,3
2015-02-26,4,finishing,Thursday,8,0.75,4.6,0,3360,0,0.0,0,0,8,0.376597222,2
2015-01-20,3,finishing,Tuesday,9,0.8,3.94,0,1800,0,0.0,0,0,10,0.72830303,1
2015-01-24,4,sewing,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57,0.800643806,1
2015-02-25,4,sewing,Wednesday,11,0.75,11.61,635.0,3360,45,0.0,0,0,57,0.750503571,2
2015-02-26,4,sewing,Thursday,2,0.7,30.33,398.0,6960,0,0.0,0,1,58,0.66237931,2
2015-03-08,2,sewing,Sunday,2,0.7,16.1,928.0,4800,30,0.0,0,1,45,0.700106061,3
2015-02-08,2,sewing,Sunday,3,0.8,22.52,1283.0,6720,88,0.0,0,0,56,0.900129762,2
2015-02-15,3,sewing,Sunday,12,0.8,15.26,1120.0,1440,50,0.0,0,0,34,0.800806306,2
2015-01-20,3,finishing,Tuesday,8,0.8,2.9,0,1440,0,0.0,0,0,8,0.639867424,1
2015-01-27,4,sewing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56,0.850312684,1
2015-01-11,2,finishing,Sunday,8,0.8,2.9,0,1440,0,0.0,0,0,8,0.653598485,1
2015-02-04,1,finishing,Wednesday,7,0.7,3.94,0,960,0,0.0,0,0,8,0.779791667,2
2015-01-08,2,finishing,Thursday,3,0.75,4.15,0,2160,0,0.0,0,0,12,0.712626263,1
2015-02-14,2,finishing,Saturday,4,0.75,4.15,0,2400,0,0.0,0,0,20,0.902916667,2
2015-02-28,4,finishing,Saturday,10,0.7,2.9,0,3360,0,0.0,0,0,8,0.410833333,2
2015-01-12,2,finishing,Monday,9,0.8,3.94,0,1440,0,0.0,0,0,8,0.858143939,1
2015-02-22,4,finishing,Sunday,7,0.7,5.13,0,960,0,0.0,0,0,8,0.283958333,2
2015-01-17,3,finishing,Saturday,2,0.8,3.94,0,1800,0,0.0,0,0,10,0.980909091,1
2015-01-17,3,sewing,Saturday,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54,0.650198653,1
2015-03-05,1,sewing,Thursday,7,0.8,30.1,834.0,1200,0,4.0,40,0,59,0.366053523,3
2015-01-24,4,finishing,Saturday,7,0.65,3.94,0,2160,0,0.0,0,0,12,0.870580808,1
2015-01-07,1,finishing,Wednesday,8,0.8,2.9,0,1440,0,0.0,0,0,8,0.681060606,1
2015-01-12,2,finishing,Monday,6,0.8,2.9,0,1440,0,0.0,0,0,8,0.817424242,1
2015-02-18,3,sewing,Wednesday,9,0.7,18.79,1587.0,4560,30,0.0,0,1,51,0.70009573,2
2015-01-14,2,finishing,Wednesday,7,0.8,2.9,0,1440,0,0.0,0,0,8,0.837594697,1
2015-03-09,2,sewing,Monday,11,0.8,11.41,357.0,3420,50,0.0,0,0,58,0.800034503,3
2015-01-22,4,finishing,Thursday,2,0.7,3.94,0,15000,0,0.0,0,0,25,0.649662222,1
2015-02-19,3,sewing,Thursday,11,0.7,11.41,653.0,3480,30,0.0,0,2,58,0.700540441,2
2015-01-13,2,finishing,Tuesday,3,0.8,4.15,0,1620,0,0.0,0,0,9,0.901262626,1
2015-02-07,1,finishing,Saturday,12,0.8,4.08,0,1080,0,0.0,0,0,9,0.899111111,2
2015-01-01,1,finishing,Thursday,1,0.75,3.94,0,960,0,0.0,0,0,8,0.8865,1
2015-01-07,1,finishing,Wednesday,10,0.75,3.94,0,1440,0,0.0,0,0,8,0.805909091,1
2015-02-10,2,finishing,Tuesday,1,0.8,3.94,0,1440,0,0.0,0,0,12,0.853666667,2
2015-02-26,4,sewing,Thursday,9,0.75,18.79,1020.0,5640,45,0.0,0,1,52,0.750371895,2
2015-03-05,1,sewing,Thursday,11,0.8,11.41,455.0,3420,50,0.0,0,0,56,0.800701754,3
2015-01-26,4,finishing,Monday,2,0.75,3.94,0,1800,0,0.0,0,0,10,0.910378788,1
2015-02-08,2,finishing,Sunday,8,0.7,4.15,0,1800,0,0.0,0,0,15,0.840888889,2
2015-03-07,1,sewing,Saturday,4,0.7,26.82,1195.0,6960,60,0.0,0,0,58,0.800746552,3
2015-01-18,3,finishing,Sunday,10,0.7,3.94,0,1440,0,0.0,0,0,8,0.235795455,1
2015-02-07,1,sewing,Saturday,11,0.75,10.05,677.0,3240,45,0.0,0,0,27,0.750027778,2
2015-02-10,2,sewing,Tuesday,7,0.5,30.1,1025.0,6960,23,0.0,0,1,58,0.500801724,2
2015-02-28,4,sewing,Saturday,8,0.75,29.4,792.0,4560,56,0.0,0,2,58,0.750425926,2
2015-02-05,1,sewing,Thursday,12,0.8,15.26,1083.0,720,38,0.0,0,0,34,0.800612676,2
2015-02-05,1,sewing,Thursday,5,0.7,30.1,557.0,6960,0,0.0,0,0,58,0.562212644,2
2015-03-10,2,sewing,Tuesday,5,0.65,26.82,1001.0,7080,26,0.0,0,1,59,0.650044068,3
2015-03-07,1,finishing,Saturday,2,0.65,3.9,0,1920,0,0.0,0,0,8,0.528125,3
2015-02-16,3,finishing,Monday,4,0.75,4.15,0,1800,0,0.0,0,0,15,0.722333333,2
2015-02-07,1,sewing,Saturday,9,0.8,29.12,829.0,6960,50,0.0,0,0,58,0.799963218,2
2015-03-02,1,sewing,Monday,3,0.8,29.4,1231.0,4680,50,0.0,0,0,57,0.800149813,3
2015-02-01,1,sewing,Sunday,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54,0.700508929,2
2015-02-09,2,sewing,Monday,3,0.8,22.52,1271.0,5400,50,0.0,0,0,57,0.800161172,2
2015-02-02,1,sewing,Monday,7,0.7,24.26,2698.0,6720,0,0.0,0,0,56,0.295307738,2
2015-01-31,4,finishing,Saturday,1,0.75,3.94,0,1800,0,0.0,0,0,15,0.971866667,1
2015-03-04,1,sewing,Wednesday,9,0.75,18.79,1206.0,6240,34,0.0,0,0,52,0.750395513,3
2015-01-31,4,sewing,Saturday,7,0.7,23.54,1109.0,6720,0,0.0,0,0,56,0.388830357,1
2015-02-12,2,sewing,Thursday,3,0.35,30.1,770.0,6960,0,0.0,0,1,58,0.350301724,2
2015-03-08,2,finishing,Sunday,3,0.8,4.6,0,1440,0,0.0,0,0,12,0.951944444,3
2015-01-28,4,finishing,Wednesday,10,0.8,3.94,0,1200,0,0.0,0,0,10,0.840533333,1
2015-01-06,1,sewing,Tuesday,12,0.8,11.61,1101.0,5310,50,0.0,0,0,31,0.800140969,1
2015-03-02,1,sewing,Monday,10,0.7,21.82,1511.0,3600,30,0.0,0,0,51,0.70013604,3
2015-02-02,1,sewing,Monday,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58,0.900158405,2
2015-02-12,2,finishing,Thursday,5,0.7,4.15,0,240,0,0.0,0,0,2,0.58,2
2015-02-19,3,sewing,Thursday,10,0.7,19.68,1410.0,5760,0,0.0,0,1,48,0.249416667,2
2015-02-23,4,sewing,Monday,7,0.75,30.1,709.0,6960,45,0.0,0,1,58,0.750770115,2
2015-03-03,1,sewing,Tuesday,10,0.7,21.82,1313.0,5040,30,0.0,0,0,51,0.699984417,3
2015-01-12,2,sewing,Monday,12,0.8,11.61,760.0,4470,50,0.0,0,0,31,0.80007657,1
2015-01-22,4,finishing,Thursday,12,0.6,4.08,0,5400,0,0.0,0,0,9,0.327407407,1
2015-02-16,3,sewing,Monday,4,0.75,30.1,912.0,7020,0,0.0,0,1,58,0.750356125,2
2015-02-22,4,finishing,Sunday,12,0.8,5.13,0,2400,0,0.0,0,0,10,0.78375,2
2015-01-24,4,sewing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57,0.900321106,1
2015-02-15,3,finishing,Sunday,1,0.8,3.94,0,960,0,0.0,0,0,8,1.0,2
2015-03-07,1,sewing,Saturday,9,0.75,18.79,1226.0,3480,45,0.0,0,0,51,0.749987124,3
2015-03-03,1,sewing,Tuesday,1,0.7,26.66,1562.0,6960,60,0.0,0,0,58,0.800566092,3
2015-02-07,1,finishing,Saturday,1,0.8,3.94,0,1200,0,0.0,0,0,10,0.870083333,2
2015-02-04,1,sewing,Wednesday,11,0.7,10.05,1042.0,6120,60,0.0,0,0,53,0.700278846,2
2015-02-26,4,finishing,Thursday,9,0.75,2.9,0,960,0,0.0,0,0,8,0.4078125,2
2015-02-11,2,finishing,Wednesday,1,0.8,3.94,0,1440,0,0.0,0,0,12,0.618361111,2
2015-02-09,2,sewing,Monday,4,0.7,30.1,767.0,3300,50,0.0,0,1,57,0.790003236,2
2015-01-06,1,sewing,Tuesday,6,0.8,11.61,910.0,4470,38,0.0,0,0,31,0.80007657,1
2015-02-17,3,finishing,Tuesday,10,0.8,3.94,0,960,0,0.0,0,0,8,0.927541667,2
2015-01-24,4,sewing,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34,0.750079323,1
2015-01-29,4,sewing,Thursday,10,0.8,22.52,1088.0,6720,88,0.0,0,0,56,0.900129762,1
2015-03-05,1,finishing,Thursday,12,0.8,4.6,0,1080,0,0.0,0,0,9,0.868888889,3
2015-03-04,1,sewing,Wednesday,7,0.8,30.1,874.0,3960,50,0.0,0,0,59,0.800055762,3
2015-02-25,4,sewing,Wednesday,7,0.8,30.1,786.0,7080,50,0.0,0,2,59,0.800115819,2
2015-02-15,3,finishing,Sunday,6,0.8,2.9,0,960,0,0.0,0,0,8,0.604166667,2
2015-01-12,2,sewing,Monday,7,0.8,25.9,1031.0,10170,60,0.0,0,0,56,0.850136766,1
2015-01-08,2,finishing,Thursday,2,0.8,3.94,0,1440,0,0.0,0,0,8,0.835757576,1
2015-03-04,1,finishing,Wednesday,1,0.7,3.94,0,960,0,0.0,0,0,8,0.806879167,3
2015-01-04,1,finishing,Sunday,3,0.75,4.15,0,1560,0,0.0,0,0,8,0.991388889,1
2015-03-02,1,sewing,Monday,9,0.75,18.79,935.0,6240,45,0.0,0,0,52,0.750395513,3
2015-01-13,2,sewing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55,0.705576584,1
2015-01-22,4,sewing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57,0.750068049,1
2015-01-17,3,sewing,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59,0.800117103,1
2015-01-25,4,finishing,Sunday,1,0.7,3.94,0,1440,0,0.0,0,0,8,0.970075758,1
2015-01-22,4,finishing,Thursday,8,0.8,2.9,0,4800,0,0.0,0,0,8,0.397743056,1
2015-02-03,1,sewing,Tuesday,11,0.7,25.31,946.0,5760,60,0.0,0,0,54,0.700513566,2
2015-03-05,1,sewing,Thursday,6,0.35,22.53,1450.0,2640,0,0.0,0,1,39,0.26369382,3
2015-02-07,1,sewing,Saturday,6,0.75,18.79,813.0,1560,34,0.0,0,0,33,0.750520115,2
2015-01-31,4,finishing,Saturday,2,0.8,3.94,0,1200,0,0.0,0,0,10,0.971866667,1
2015-01-05,1,finishing,Monday,3,0.75,4.15,0,1920,0,0.0,0,0,8,0.875390625,1
2015-01-01,1,finishing,Thursday,8,0.75,2.9,0,960,0,0.0,0,0,8,0.676666667,1
2015-03-04,1,finishing,Wednesday,2,0.5,3.9,0,960,0,0.0,0,0,8,0.5403125,3
2015-01-28,4,sewing,Wednesday,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54,0.500567308,1
2015-01-22,4,finishing,Thursday,5,0.7,4.15,0,9000,0,0.0,0,0,15,0.742901235,1
2015-01-11,2,finishing,Sunday,5,0.5,4.15,0,1440,0,0.0,0,0,8,0.609138258,1
2015-02-14,2,sewing,Saturday,3,0.5,30.1,1261.0,6960,30,0.0,0,1,58,0.500801724,2
2015-01-13,2,finishing,Tuesday,4,0.35,4.3,0,2160,0,0.0,0,0,12,0.952020202,1
2015-02-16,3,sewing,Monday,12,0.8,15.26,1079.0,3720,38,0.0,0,0,34,0.800312375,2
2015-03-05,1,sewing,Thursday,3,0.8,29.4,797.0,1800,63,0.0,0,0,57,0.800534979,3
2015-02-22,4,sewing,Sunday,3,0.7,30.1,1041.0,8160,33,0.0,0,2,58,0.626577778,2
2015-01-20,3,finishing,Tuesday,5,0.7,4.15,0,1440,0,0.0,0,0,8,1.0,1
2015-02-11,2,sewing,Wednesday,6,0.8,18.79,656.0,3480,38,0.0,0,0,34,0.800947475,2
2015-01-17,3,sewing,Saturday,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56,0.600273268,1
2015-03-02,1,sewing,Monday,8,0.75,29.4,551.0,6840,45,0.0,0,0,57,0.750473684,3
2015-01-26,4,sewing,Monday,11,0.35,28.08,749.0,10260,23,0.0,0,0,57,0.350066986,1
2015-02-17,3,finishing,Tuesday,4,0.75,5.13,0,960,0,0.0,0,0,8,0.656666667,2
2015-01-15,3,sewing,Thursday,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31,0.80003139,1
2015-03-01,1,sewing,Sunday,2,0.7,30.33,254.0,1800,0,0.0,0,0,58,0.683550607,3
2015-01-12,2,sewing,Monday,8,0.8,25.9,1233.0,10170,60,0.0,0,0,56,0.850136766,1
2015-01-10,2,sewing,Saturday,6,0.8,11.41,887.0,5490,50,0.0,0,0,30,0.800343766,1
2015-02-11,2,sewing,Wednesday,11,0.35,11.41,434.0,3240,0,0.0,0,1,52,0.507903226,2
2015-01-24,4,finishing,Saturday,12,0.7,4.08,0,1620,0,0.0,0,0,9,0.858585859,1
2015-02-10,2,sewing,Tuesday,6,0.75,18.79,640.0,2400,0,0.0,0,0,34,0.750797009,2
2015-03-09,2,finishing,Monday,12,0.8,4.6,0,0,1080,0.0,0,0,9,0.902962963,3
2015-02-02,1,sewing,Monday,10,0.8,22.52,21540.0,6720,88,0.0,0,0,56,0.900129762,2
2015-03-02,1,finishing,Monday,10,0.7,2.9,0,3360,0,0.0,0,0,8,0.632361111,3
2015-03-03,1,finishing,Tuesday,7,0.8,4.6,0,4200,0,0.0,0,0,10,0.999533333,3
2015-03-07,1,sewing,Saturday,6,0.5,23.41,1379.0,2280,0,0.0,0,1,39,0.500528095,3
2015-01-12,2,sewing,Monday,6,0.8,11.41,843.0,5670,50,0.0,0,0,31,0.800181818,1
2015-01-03,1,sewing,Saturday,2,0.75,19.87,944.0,6600,45,0.0,0,0,55,0.75024303,1
2015-02-15,3,sewing,Sunday,8,0.7,30.1,507.0,5880,40,2.0,10,1,59,0.700573099,2
2015-01-29,4,sewing,Thursday,1,0.75,22.94,1579.0,6960,81,0.0,0,0,58,0.850362069,1
2015-03-11,2,sewing,Wednesday,11,0.8,11.41,560.0,3420,50,0.0,0,0,58,0.800034503,3
2015-01-06,1,finishing,Tuesday,2,0.8,3.94,0,1440,0,0.0,0,0,8,0.805909091,1
2015-02-23,4,sewing,Monday,9,0.7,18.79,1641.0,6000,40,0.0,0,1,50,0.60128,2
2015-02-02,1,sewing,Monday,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57,0.90014152,2
2015-02-15,3,sewing,Sunday,6,0.75,18.79,814.0,4080,0,0.0,0,0,34,0.681598039,2
2015-01-14,2,finishing,Wednesday,1,0.8,3.94,0,1440,0,0.0,0,0,8,0.891723485,1
2015-01-01,1,finishing,Thursday,10,0.65,3.94,0,960,0,0.0,0,0,8,0.705916667,1
2015-01-18,3,finishing,Sunday,9,0.8,3.94,0,1800,0,0.0,0,0,10,0.582045455,1
2015-02-04,1,sewing,Wednesday,3,0.8,22.52,968.0,6840,113,0.0,0,0,57,1.0,2
2015-01-22,4,sewing,Thursday,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57,0.60041361,1
2015-01-10,2,finishing,Saturday,7,0.8,2.9,0,1440,0,0.0,0,0,8,0.670075758,1
2015-02-18,3,sewing,Wednesday,2,0.6,30.33,868.0,6840,0,0.0,0,1,57,0.328131579,2
2015-01-03,1,finishing,Saturday,11,0.75,2.9,0,5640,0,0.0,0,0,17,0.987880435,1
2015-02-07,1,finishing,Saturday,9,0.8,3.94,0,960,0,0.0,0,0,8,0.771583333,2
2015-03-10,2,finishing,Tuesday,4,0.75,3.94,0,960,0,0.0,0,0,8,0.881575,3
2015-02-18,3,sewing,Wednesday,6,0.75,18.79,759.0,3960,34,0.0,0,0,33,0.75065101,2
2015-02-02,1,finishing,Monday,9,0.75,3.94,0,960,0,0.0,0,0,8,0.994270833,2
2015-03-10,2,sewing,Tuesday,2,0.7,16.1,957.0,5400,40,0.0,0,1,45,0.700051852,3
2015-02-09,2,sewing,Monday,5,0.7,30.1,773.0,7020,40,0.0,0,0,58,0.700618234,2
2015-02-26,4,sewing,Thursday,4,0.8,30.1,437.0,7080,32,0.0,0,2,59,0.495617514,2
2015-01-11,2,finishing,Sunday,6,0.8,2.9,0,1440,0,0.0,0,0,8,0.597348485,1
2015-02-28,4,sewing,Saturday,2,0.7,30.33,512.0,4560,0,0.0,0,1,58,0.700211111,2
2015-02-10,2,sewing,Tuesday,9,0.8,29.12,1263.0,2160,38,0.0,0,0,58,0.8008,2
2015-01-29,4,sewing,Thursday,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59,0.800473729,1
2015-03-05,1,sewing,Thursday,10,0.7,21.82,1390.0,6000,30,0.0,0,0,50,0.700422,3
2015-01-27,4,finishing,Tuesday,6,0.8,2.9,0,960,0,0.0,0,0,8,0.6225,1
2015-02-19,3,finishing,Thursday,4,0.75,5.13,0,1920,0,0.0,0,0,8,0.684027778,2
2015-02-12,2,sewing,Thursday,10,0.8,22.52,10.0,6000,0,0.0,0,0,50,0.441392,2
2015-01-14,2,finishing,Wednesday,8,0.8,2.9,0,1440,0,0.0,0,0,8,0.667329545,1
2015-01-03,1,finishing,Saturday,9,0.8,4.15,0,960,0,0.0,0,0,8,0.956270833,1
2015-01-27,4,finishing,Tuesday,4,0.8,4.3,0,1440,0,0.0,0,0,12,0.940625,1
2015-01-15,3,sewing,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55,0.500025069,1
2015-02-26,4,finishing,Thursday,12,0.8,4.6,0,3780,0,0.0,0,0,9,0.590617284,2
2015-01-22,4,finishing,Thursday,6,0.8,2.9,0,4800,0,0.0,0,0,8,0.626822917,1
2015-02-17,3,finishing,Tuesday,7,0.7,5.13,0,1200,0,0.0,0,0,10,0.91375,2
2015-01-20,3,sewing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57,0.750037968,1
2015-02-15,3,finishing,Sunday,12,0.8,4.08,0,1080,0,0.0,0,0,9,0.876444444,2
2015-01-08,2,sewing,Thursday,1,0.8,26.16,1189.0,10620,75,0.0,0,0,59,0.850502311,1
2015-02-22,4,finishing,Sunday,9,0.8,3.94,0,2400,0,0.0,0,0,10,0.753525,2
2015-03-08,2,sewing,Sunday,8,0.6,30.48,869.0,6720,0,0.0,0,1,56,0.600528571,3
2015-01-06,1,finishing,Tuesday,9,0.8,3.94,0,1440,0,0.0,0,0,8,0.858143939,1
2015-01-19,3,finishing,Monday,8,0.8,2.9,0,1440,0,0.0,0,0,8,0.683806818,1
2015-01-27,4,finishing,Tuesday,7,0.5,4.15,0,960,0,0.0,0,0,8,0.803541667,1
2015-01-07,1,sewing,Wednesday,5,0.7,21.98,413.0,9720,40,0.0,0,0,58,0.700480831,1
2015-03-03,1,finishing,Tuesday,5,0.7,4.6,0,3360,0,0.0,0,0,8,0.354444444,3
2015-03-07,1,finishing,Saturday,6,0.5,2.9,0,960,0,0.0,0,0,8,0.7975,3
2015-03-09,2,finishing,Monday,5,0.6,3.94,0,0,2880,0.0,0,0,12,0.864342593,3
2015-02-19,3,sewing,Thursday,7,0.75,30.1,444.0,0,0,5.0,20,1,59,0.611140537,2
2015-03-08,2,finishing,Sunday,10,0.7,2.9,0,960,0,0.0,0,0,8,0.441041667,3
